student_id,week,assignment_submitted,submission_delay_days,short_text_submission
S2679,1,yes,1.0,I followed the instructions and addressed all the requirements..
S2679,2,yes,1.0,I think I understand the main concepts from this exercise..
S2679,3,yes,1.0,I completed the assignment based on the course materials..
S2679,4,yes,1.0,I tried to apply the methods we discussed in class..
S2679,5,yes,1.0,I completed the assignment based on the course materials..
S2679,6,yes,1.0,I think I understand the main concepts from this exercise..
S2679,7,yes,2.0,I completed the assignment based on the course materials..
S2679,8,yes,1.0,I completed the assignment based on the course materials..
S2679,9,yes,0.0,I reviewed the readings and completed the analysis..
S2679,10,yes,1.0,I tried to apply the methods we discussed in class..
S2679,11,yes,0.0,I completed the assignment based on the course materials..
S2679,12,yes,1.0,I reviewed the readings and completed the analysis..
S2679,13,yes,0.0,I completed the assignment based on the course materials..
S2679,14,yes,0.0,I completed the assignment based on the course materials..
S2679,15,yes,2.0,I tried to apply the methods we discussed in class..
S2679,16,yes,1.0,I reviewed the readings and completed the analysis..
S2680,1,yes,1.0,This connects well with what we studied in previous weeks..
S2680,2,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2680,3,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2680,4,yes,0.0,This connects well with what we studied in previous weeks..
S2680,5,yes,2.0,I completed the assignment based on the course materials. I found the connections to previous material particularly helpful..
S2680,6,yes,0.0,I found this topic interesting and learned a lot from the research. I found the connections to previous material particularly helpful..
S2680,7,no,,
S2680,8,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2680,9,yes,0.0,I completed the assignment based on the course materials..
S2680,10,yes,0.0,I enjoyed exploring the different perspectives on this topic. I found the connections to previous material particularly helpful..
S2680,11,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2680,12,no,,
S2680,13,no,,
S2680,14,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2680,15,yes,0.0,I reviewed the readings and completed the analysis..
S2680,16,yes,0.0,I found this topic interesting and learned a lot from the research..
S2681,1,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2681,2,yes,0.0,I applied what we learned to a real-world situation in my analysis. I found the connections to previous material particularly helpful..
S2681,3,yes,0.0,I found this topic interesting and learned a lot from the research..
S2681,4,yes,0.0,I found this topic interesting and learned a lot from the research..
S2681,5,no,,
S2681,6,yes,0.0,The examples in class really helped me understand the concepts better. I found the connections to previous material particularly helpful..
S2681,7,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2681,8,yes,0.0,This connects well with what we studied in previous weeks..
S2681,9,yes,0.0,I found this topic interesting and learned a lot from the research..
S2681,10,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2681,11,yes,0.0,The examples in class really helped me understand the concepts better. I found the connections to previous material particularly helpful..
S2681,12,yes,0.0,The examples in class really helped me understand the concepts better..
S2681,13,yes,0.0,I found this topic interesting and learned a lot from the research..
S2681,14,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2681,15,yes,0.0,The examples in class really helped me understand the concepts better..
S2681,16,no,,
S2682,1,yes,0.0,I found this topic interesting and learned a lot from the research..
S2682,2,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2682,3,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2682,4,no,,
S2682,5,yes,0.0,I reviewed the readings and completed the analysis..
S2682,6,yes,1.0,I completed the assignment based on the course materials..
S2682,7,yes,2.0,I followed the instructions and addressed all the requirements..
S2682,8,yes,1.0,I completed the assignment based on the course materials..
S2682,9,yes,4.0,I completed the assignment based on the course materials..
S2682,10,yes,3.0,I think I understand the main concepts from this exercise..
S2682,11,yes,2.0,I turned in the assignment..
S2682,12,yes,2.0,I submitted the work..
S2682,13,yes,2.0,I did the assignment as required..
S2682,14,yes,3.0,I turned in the assignment..
S2682,15,no,,
S2682,16,yes,2.0,I did the assignment as required..
S2683,1,yes,0.0,I reviewed the readings and completed the analysis..
S2683,2,no,,
S2683,3,no,,
S2683,4,yes,1.0,I tried to apply the methods we discussed in class..
S2683,5,yes,0.0,I followed the instructions and addressed all the requirements..
S2683,6,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2683,7,yes,1.0,I reviewed the readings and completed the analysis..
S2683,8,no,,
S2683,9,yes,1.0,I completed the assignment based on the course materials. I found the connections to previous material particularly helpful..
S2683,10,yes,3.0,I reviewed the readings and completed the analysis..
S2683,11,yes,2.0,I tried to apply the methods we discussed in class..
S2683,12,yes,0.0,I tried to apply the methods we discussed in class. I found the connections to previous material particularly helpful..
S2683,13,yes,2.0,I completed the assignment based on the course materials..
S2683,14,yes,1.0,I think I understand the main concepts from this exercise..
S2683,15,yes,2.0,I reviewed the readings and completed the analysis..
S2683,16,yes,0.0,I reviewed the readings and completed the analysis. I found the connections to previous material particularly helpful..
S2684,1,yes,1.0,I tried to apply the methods we discussed in class..
S2684,2,yes,0.0,I found this topic interesting and learned a lot from the research..
S2684,3,yes,0.0,I completed the assignment based on the course materials..
S2684,4,yes,1.0,I tried to apply the methods we discussed in class..
S2684,5,yes,0.0,I tried to apply the methods we discussed in class..
S2684,6,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2684,7,yes,0.0,I found this topic interesting and learned a lot from the research..
S2684,8,yes,1.0,I completed the assignment based on the course materials..
S2684,9,yes,0.0,I completed the assignment based on the course materials..
S2684,10,yes,0.0,I tried to apply the methods we discussed in class..
S2684,11,no,,
S2684,12,yes,0.0,I completed the assignment based on the course materials..
S2684,13,yes,0.0,I completed the assignment based on the course materials..
S2684,14,yes,1.0,I followed the instructions and addressed all the requirements..
S2684,15,yes,3.0,I reviewed the readings and completed the analysis..
S2684,16,yes,0.0,I followed the instructions and addressed all the requirements..
S2685,1,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2685,2,yes,0.0,This connects well with what we studied in previous weeks..
S2685,3,yes,2.0,The examples in class really helped me understand the concepts better..
S2685,4,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2685,5,yes,0.0,I completed the assignment based on the course materials..
S2685,6,yes,1.0,I completed the assignment based on the course materials..
S2685,7,yes,0.0,I think I understand the main concepts from this exercise..
S2685,8,no,,
S2685,9,yes,0.0,I tried to apply the methods we discussed in class..
S2685,10,yes,1.0,I reviewed the readings and completed the analysis..
S2685,11,no,,
S2685,12,no,,
S2685,13,yes,1.0,I did the assignment as required..
S2685,14,no,,
S2685,15,yes,2.0,I completed what was asked for..
S2685,16,no,,
S2686,1,yes,0.0,The examples in class really helped me understand the concepts better..
S2686,2,yes,0.0,The examples in class really helped me understand the concepts better..
S2686,3,yes,0.0,This connects well with what we studied in previous weeks..
S2686,4,yes,0.0,I found this topic interesting and learned a lot from the research..
S2686,5,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2686,6,yes,0.0,This connects well with what we studied in previous weeks..
S2686,7,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2686,8,no,,
S2686,9,yes,0.0,I tried to apply the methods we discussed in class..
S2686,10,yes,0.0,I found this topic interesting and learned a lot from the research..
S2686,11,yes,0.0,This connects well with what we studied in previous weeks..
S2686,12,yes,1.0,I tried to apply the methods we discussed in class..
S2686,13,no,,
S2686,14,yes,1.0,This connects well with what we studied in previous weeks..
S2686,15,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2686,16,yes,0.0,The examples in class really helped me understand the concepts better..
S2687,1,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2687,2,yes,0.0,I applied what we learned to a real-world situation in my analysis. I found the connections to previous material particularly helpful..
S2687,3,no,,
S2687,4,yes,1.0,This connects well with what we studied in previous weeks. I found the connections to previous material particularly helpful..
S2687,5,yes,0.0,The examples in class really helped me understand the concepts better. I found the connections to previous material particularly helpful..
S2687,6,yes,0.0,The examples in class really helped me understand the concepts better. I found the connections to previous material particularly helpful..
